0,1,10,11,12,13,14,15,16,17,2,3,4,5,6,7,8,9
TIC 272596598,tic272596598,,,,,,,,,kepler1228,2massj19461273+4657586,kic10024051,koi2409,wisej194612.68+465758.3,,,
TIC 272597130,tic272597130,,,,,,,,,kepler744,2massj19455907+4710583,kic10154388,koi991,wisej194559.05+471058.1,,,
TIC 272601000,tic272601000,,,,,,,,,kepler1046,2massj19470138+4659538,kic10024701,koi2002,wisej194701.39+465953.8,,,
TIC 272601375,tic272601375,,,,,,,,,kepler221,2massj19463714+4650069,kic9963524,koi720,wisej194637.14+465006.8,,,
TIC 272601590,tic272601590,,,,,,,,,kepler361,2massj19471282+4644281,kic9904006,koi2135,wisej194712.82+464428.0,,,
TIC 272602477,tic272602477,,,,,,,,,kepler1681,2massj19464734+4622181,kic9661979,koi2132,wisej194647.33+462218.0,,,
TIC 272605867,tic272605867,,,,,,,,,kepler963,2massj19470071+4502279,kic8832512,koi1821,wisej194700.71+450228.0,,,
TIC 272715773,tic272715773,,,,,,,,,kepler932,2massj19474849+4316190,kic7626370,koi1706,wisej194748.49+431619.2,,,
TIC 272716728,tic272716728,,,,,,,,,kepler1561,2massj19474166+4333592,kic7838675,koi4169,wisej194741.65+433359.2,,,
TIC 272719153,tic272719153,,,,,,,,,kepler1249,2massj19473476+4422184,kic8380709,koi2468,wisej194734.76+442218.2,,,
TIC 272836943,tic272836943,,,,,,,,,kepler39,2massj19475046+4602034,kic9478990,koi423,wisej194750.47+460203.5,,,
TIC 272837755,tic272837755,,,,,,,,,kepler984,2massj19475012+4623388,kic9662811,koi1854,wisej194750.12+462338.7,,,
TIC 272838324,tic272838324,,,,,,,,,kepler564,2massj19472121+4637350,kic9844088,koi470,wisej194721.21+463735.0,,,
TIC 272840455,tic272840455,,,,,,,,,kepler40,2massj19471528+4731357,kic10418224,koi428,wisej194715.29+473135.5,,,
TIC 272841734,tic272841734,,,,,,,,,kepler1112,2massj19475251+4745053,kic10549023,koi2131,wisej194752.50+474505.4,,,
TIC 272842291,tic272842291,,,,,,,,,kepler623,2massj19475681+4728386,kic10353968,koi618,wisej194756.74+472837.9,,,
TIC 272843289,tic272843289,,,,,,,,,kepler1543,2massj19482983+4702132,kic10089911,koi4034,wisej194829.82+470213.2,,,
TIC 272843763,tic272843763,,,,,,,,,kepler654,2massj19481641+4650034,kic9964801,koi721,wisej194816.41+465003.0,,,
TIC 272844987,tic272844987,,,,,,,,,kic9663113,2massj19481090+4619433,koi179,kepler458,wisej194810.91+461943.1,,,
TIC 272845785,tic272845785,,,,,,,,,kepler734,2massj19481095+4601385,kic9479273,koi940,wisej194810.95+460138.5,,,
TIC 272940104,tic272940104,,,,,,,,,kepler1119,2massj19480459+4419390,kic8381204,koi2145,wisej194804.60+441938.7,,,
TIC 272942100,tic272942100,,,,,,,,,kepler249,2massj19475641+4339306,kic7907423,koi899,wisej194756.45+433930.9,,,
TIC 272942844,tic272942844,,,,,,,,,kepler1342,2massj19480481+4325571,kic7769819,koi2778,,,,
TIC 272943597,tic272943597,,,,,,,,,kepler112,2massj19475544+4312351,kic7626506,koi150,wisej194755.46+431235.0,,,
TIC 272944301,tic272944301,,,,,,,,,kepler1220,2massj19481688+4258398,kic7382313,koi2392,,,,
TIC 272944990,tic272944990,,,,,,,,,kepler123,2massj19475966+4246550,kic7219825,koi238,wisej194759.65+424655.1,,,
TIC 272945038,tic272945038,,,,,,,,,kepler931,2massj19483183+4246057,kic7220429,koi1700,wisej194831.83+424605.8,,,
TIC 273036122,tic273036122,,,,,,,,,kepler1642,2massj19485091+4338373,kic7908367,koi6166,wisej194850.90+433837.5,,,
TIC 273036401,tic273036401,,,,,,,,,kepler162,2massj19490693+4343264,kic7977197,koi459,wisej194906.93+434326.3,,,
TIC 273044848,tic273044848,,,,,,,,,kepler655,2massj19490218+4650354,kic9965439,koi722,wisej194902.17+465035.4,,,
TIC 273045068,tic273045068,,,,,,,,,kepler1620,2massj19490501+4655423,kic10026502,koi4706,wisej194905.01+465542.5,,,
TIC 273046164,tic273046164,,,,,,,,,kepler1219,2massj19485179+4722426,kic10289119,koi2390,wisej194851.79+472242.6,,,
TIC 273047792,tic273047792,,,,,,,,,kepler1622,2massj19491893+4748556,kic10615440,koi4765,wisej194918.92+474855.6,,,
TIC 273129679,tic273129679,,,,,,,,,kepler764,2massj19493436+4709526,kic10157458,koi1083,,,,
TIC 273130565,tic273130565,,,,,,,,,kepler1011,2massj19493637+4649264,kic9965957,koi1911,wisej194936.36+464926.4,,,
TIC 273131021,tic273131021,,,,,,,,,kepler1233,2massj19493002+4639439,kic9845898,koi2423,wisej194930.01+463944.1,,,
TIC 273131845,tic273131845,,,,,,,,,kepler1305,2massj19492146+4620501,kic9664142,koi2654,wisej194921.45+462050.2,,,
TIC 273132513,tic273132513,,,,,,,,,kepler1668,2massj19492455+4605453,kic9480310,koi1470,,,,
TIC 273132601,tic273132601,,,,,,,,,kepler1527,2massj19493945+4603389,kic9480535,koi3901,wisej194939.46+460338.9,,,
TIC 273132699,tic273132699,,,,,,,,,kepler257,2massj19491583+4601237,kic9480189,koi941,wisej194915.82+460123.8,,,
TIC 273138666,tic273138666,,,,,,,,,kepler437,2massj19492337+4401370,kic8183288,koi3255,wisej194923.36+440136.9,,,
TIC 273141643,tic273141643,,,,,,,,,kepler875,2massj19491231+4308307,kic7549209,koi1518,wisej194912.31+430830.5,,,
TIC 27318774,tic27318774,,,,,,,,,kepler485,2massj19395911+5028122,kic12019440,koi186,wisej193959.12+502812.0,,,
TIC 273231214,tic273231214,,,,,,,,,koi94,2massj19491993+4153280,kic6462863,koi94a,kepler89,kepler89a,wisej194919.96+415327.9,
TIC 273234664,tic273234664,,,,,,,,,kepler711,2massj19495040+4250237,kic7303253,koi878,wisej194950.40+425023.4,,,
TIC 273234825,tic273234825,,,,,,,,,kepler289,2massj19495168+4252582,kic7303287,koi1353,ph3,wisej194951.68+425258.2,,
TIC 273237673,tic273237673,,,,,,,,,kepler1630,2massj19500199+4342394,kic7978202,koi5454,wisej195001.96+434239.8,,,
TIC 273238089,tic273238089,,,,,,,,,kepler1621,2massj19502124+4350283,kic8047428,koi4747,wisej195021.24+435028.2,,,
TIC 273373488,tic273373488,,,,,,,,,kepler309,2massj19500236+4657405,kic10027323,koi1596,wisej195002.39+465740.8,,,
TIC 273373582,tic273373582,,,,,,,,,kepler1229,2massj19495680+4659481,kic10027247,koi2418,wisej194956.83+465948.1,,,
TIC 273376082,tic273376082,,,,,,,,,kepler550,2massj19504805+4751495,kic10616679,koi429,wisej195048.05+475149.3,,,
TIC 273377282,tic273377282,,,,,,,,,kepler526,2massj19503622+4723466,kic10290666,koi332,wisej195036.22+472346.4,,,
TIC 273378026,tic273378026,,,,,,,,,kepler1092,2massj19505355+4706455,kic10158729,koi2097,wisej195053.57+470645.3,,,
TIC 273378908,tic273378908,,,,,,,,,kepler1436,2massj19505077+4646048,kic9907129,koi3127,wisej195050.77+464604.7,,,
TIC 273379660,tic273379660,,,,,,,,,kepler862,2massj19510702+4629338,kic9726659,koi1491,wisej195107.02+462933.8,,,
TIC 273383120,tic273383120,,,,,,,,,kepler115,2massj19505084+4515429,kic8972058,koi159,wisej195050.85+451543.0,,,
TIC 273499989,tic273499989,,,,,,,,,kepler865,2massj19505382+4331387,kic7841925,koi1499,wisej195053.81+433138.3,,,
TIC 273500946,tic273500946,,,,,,,,,kepler863,2massj19503948+4314562,kic7629518,koi1495,wisej195039.47+431456.1,,,
TIC 273502299,tic273502299,,,,,,,,,kepler1650,2massj19505502+4252009,kic7304449,koi1702,wisej195055.01+425200.3,,,
TIC 273507060,tic273507060,,,,,,,,,kepler1383,2massj19514674+4211307,kic6716545,koi2906,wisej195146.74+421130.7,,,
TIC 273582656,tic273582656,,,,,,,,,kepler1176,2massj19514073+4516269,kic8973129,koi2286,wisej195140.73+451627.0,,,
TIC 273590427,tic273590427,,,,,,,,,kepler32,2massj19512217+4634273,kic9787239,koi952,wisej195122.14+463427.5,,,
TIC 273591945,tic273591945,,,,,,,,,kepler990,2massj19514517+4652530,kic9967771,koi1875,wisej195145.17+465252.7,,,
TIC 273592336,tic273592336,,,,,,,,,kepler87,2massj19514005+4657544,kic10028792,koi1574,wisej195140.04+465754.4,,,
TIC 273592350,tic273592350,,,,,,,,,kepler1259,2massj19512195+4658036,kic10028535,koi2493,wisej195121.90+465803.7,,,
TIC 273681023,tic273681023,,,,,,,,,kepler663,2massj19511398+4756480,kic10682541,koi751,wisej195114.00+475647.6,,,
TIC 273681580,tic273681580,,,,,,,,,kepler141,2massj19515301+4743540,kic10552611,koi338,wisej195152.98+474353.8,,,
TIC 273685548,tic273685548,,,,,,,,,kepler1666,2massj19514837+4615529,kic9605514,koi945,,,,
TIC 273690178,tic273690178,,,,,,,,,kepler18,2massj19521906+4444467,gsc0314902089,kic8644288,koi137,wisej195219.06+444446.6,,
TIC 273690208,tic273690208,,,,,,,,,kepler1485,2massj19522290+4444134,kic8644365,koi3384,wisej195222.90+444413.4,,,
TIC 273694712,tic273694712,,,,,,,,,kepler315,2massj19520554+4321486,kic7703955,koi1707,wisej195205.53+432148.5,,,
TIC 273866337,tic273866337,,,,,,,,,kepler1586,2massj19524862+4455329,kic8773015,koi4301,wisej195248.62+445533.0,,,
TIC 273873718,tic273873718,,,,,,,,,kepler125,2massj19530194+4736178,kic10489206,koi251,wisej195301.95+473617.7,,,
TIC 273874849,tic273874849,,,,,,,,,kepler17,2massj19533486+4748540,kic10619192,koi203,wisej195334.86+474853.9,,,
TIC 273875149,tic273875149,,,,,,,,,kepler1167,2massj19531265+4741384,kic10489345,koi2266,wisej195312.60+474138.1,,,
TIC 273875635,tic273875635,,,,,,,,,kepler29,2massj19532359+4729284,kic10358759,koi738,wisej195323.60+472928.3,,,
TIC 273876171,tic273876171,,,,,,,,,kepler223,2massj19531640+4716461,kic10227020,koi730,wisej195316.39+471645.8,,,
TIC 27390527,tic27390527,,,,,,,,,kepler1207,2massj19401541+4921323,kic11461844,koi2356,wisej194015.40+492132.2,,,
TIC 27391836,tic27391836,,,,,,,,,kepler593,2massj19394834+4839042,kic11090765,koi538,wisej193948.33+483904.0,,,
TIC 27394293,tic27394293,,,,,,,,,kepler142,2massj19402853+4828526,kic10982872,koi343,wisej194028.56+482852.7,,,
TIC 27396284,tic27396284,,,,,,,,,kepler1364,2massj19403652+4935153,kic11565924,koi2837,wisej194036.52+493515.3,,,
TIC 27396869,tic27396869,,,,,,,,,kepler1036,2massj19404359+4956448,kic11769890,koi1980,wisej194043.60+495644.7,,,
TIC 27397848,tic27397848,,,,,,,,,kepler197,2massj19405434+5033323,kic12068975,koi623,kepler197a,wisej194054.30+503332.4,,
TIC 274017990,tic274017990,,,,,,,,,kepler614,2massj19533235+4616337,kic9607164,koi587,wisej195332.36+461633.6,,,
TIC 274020852,tic274020852,,,,,,,,,kepler1039,2massj19531838+4518558,kic9044228,koi1988,wisej195318.38+451855.6,,,
TIC 274030824,tic274030824,,,,,,,,,kepler312,2massj19533498+4227351,kic6975129,koi1628,wisej195334.98+422735.1,,,
TIC 274031725,tic274031725,,,,,,,,,kepler930,2massj19531546+4214507,kic6803855,koi1695,wisej195315.46+421450.7,,,
TIC 274118253,tic274118253,,,,,,,,,kepler965,2massj19540368+4153283,kic6468138,koi1826,wisej195403.67+415328.3,,,
TIC 274126997,tic274126997,,,,,,,,,kepler1683,2massj19534802+4417024,kic8321314,koi2293,wisej195348.02+441702.4,,,
TIC 274198407,tic274198407,,,,,,,,,kepler318,2massj19535587+4647370,kic9909735,koi1779,wisej195355.88+464737.1,,,
TIC 274198958,tic274198958,,,,,,,,,kepler1677,2massj19535839+4700469,kic10094670,koi1984,wisej195358.38+470046.9,,,
TIC 27454084,tic27454084,,,,,,,,,kepler419,2massj19414029+5111051,kic12365184,koi1474,wisej194140.29+511105.1,,,
TIC 27455225,tic27455225,,,,,,,,,kepler870,2massj19413661+5028430,kic12020218,koi1507,wisej194136.62+502842.8,,,
TIC 27458633,tic27458633,,,,,,,,,kepler300,2massj19410928+4835589,kic11037335,koi1435,wisej194109.28+483558.8,,,
TIC 27458799,tic27458799,,,,,,,,,kepler1281,2massj19412506+4830554,kic11037511,koi2580,wisej194125.05+483055.2,,,
TIC 27529656,tic27529656,,,,,,,,,kepler1638,2massj19415577+4831280,kic11037818,koi5856,wisej194155.75+483128.2,,,
TIC 27530621,tic27530621,,,,,,,,,kepler667,2massj19421321+4901024,kic11304958,koi764,wisej194213.22+490102.3,,,
TIC 27530849,tic27530849,,,,,,,,,kepler365,2massj19423038+4907495,kic11358389,koi2163,wisej194230.38+490749.5,,,
TIC 27531978,tic27531978,,,,,,,,,kepler888,2massj19420508+4944190,kic11669125,koi1535,wisej194205.08+494419.1,,,
TIC 27532033,tic27532033,,,,,,,,,kepler180,2massj19421712+4946285,kic11669239,koi542,wisej194217.10+494628.3,,,
TIC 27532128,tic27532128,,,,,,,,,kepler1432,2massj19420580+4949463,kic11720424,koi3116,wisej194205.75+494946.4,,,
TIC 27533282,tic27533282,,,,,,,,,kepler678,2massj19414927+5029404,kic12020329,koi783,wisej194149.26+502940.3,,,
TIC 27534138,tic27534138,,,,,,,,,kepler450,2massj19415676+5100486,kic12314973,koi279,wisej194156.76+510048.6,,,
TIC 27534458,tic27534458,,,,,,,,,kepler1434,2massj19420921+5112106,kic12416661,koi3122,wisej194209.22+511210.7,,,
TIC 275486985,tic275486985,,,,,,,,,kepler284,2massj19323515+4743467,kic10538176,koi1301,wisej193235.15+474347.0,,,
TIC 275488493,tic275488493,,,,,,,,,kepler1044,2massj19323466+4639584,kic9834040,koi1998,wisej193234.65+463958.3,,,
TIC 275490034,tic275490034,,,,,,,,,kepler1173,2massj19323146+4539487,kic9221517,koi2281,wisej193231.47+453948.4,,,
TIC 275490218,tic275490218,,,,,,,,,kepler586,2massj19321373+4533042,kic9157634,koi526,wisej193213.73+453304.1,,,
TIC 275490412,tic275490412,,,,,,,,,kepler1322,2massj19324908+4526074,kic9092504,koi2716,wisej193249.07+452607.4,,,
TIC 275490723,tic275490723,,,,,,,,,kepler1071,2massj19321391+4514557,kic8956206,koi2048,wisej193213.90+451455.8,,,
TIC 275491028,tic275491028,,,,,,,,,kepler610,2massj19324112+4503561,kic8822216,koi581,wisej193241.11+450356.1,,,
TIC 275493574,tic275493574,,,,,,,,,kepler248,2massj19321473+4334528,kic7825899,koi896,wisej193214.73+433453.1,,,
TIC 275494505,tic275494505,,,,,,,,,kepler1002,2massj19321907+4304253,kic7449136,koi1890,wisej193219.07+430425.3,,,
TIC 275494550,tic275494550,,,,,,,,,kepler1078,2massj19324814+4303001,kic7449541,koi2063,wisej193248.13+430300.1,,,
TIC 275494853,tic275494853,,,,,,,,,kepler986,2massj19322256+4253471,kic7286173,koi1862,wisej193222.56+425347.2,,,
TIC 275496016,tic275496016,,,,,,,,,kepler1239,2massj19323057+4219123,kic6867555,koi2439,,,,
TIC 275568400,tic275568400,,,,,,,,,kepler359,2massj19331047+4211468,kic6696580,koi2092,wisej193310.47+421146.8,,,
TIC 275569511,tic275569511,,,,,,,,,kepler1127,2massj19325217+4243145,kic7204981,koi2164,wisej193252.16+424314.2,,,
TIC 275569784,tic275569784,,,,,,,,,kepler1133,2massj19331737+4252028,kic7286911,koi2180,wisej193317.37+425203.0,,,
TIC 275570329,tic275570329,,,,,,,,,kepler854,2massj19332431+4308047,kic7532973,koi1450,wisej193324.30+430804.5,,,
TIC 275571034,tic275571034,,,,,,,,,kepler1579,2massj19330912+4330539,kic7826620,koi4268,wisej193309.12+433053.7,,,
TIC 275573295,tic275573295,,,,,,,,,kepler804,2massj19332934+4447064,kic8628758,koi1279,wisej193329.34+444706.6,,,
TIC 275573429,tic275573429,,,,,,,,,kepler69,2massj19330262+4452080,kic8692861,koi172,wisej193302.61+445208.0,,,
TIC 275573748,tic275573748,,,,,,,,,kepler805,2massj19325518+4503119,kic8822366,koi1282,wisej193255.19+450312.0,,,
TIC 275574174,tic275574174,,,,,,,,,koi3680,2massj19330757+4518348,kic9025971,kepler1657,wisej193307.57+451834.8,,,
TIC 275575346,tic275575346,,,,,,,,,kepler1399,2massj19331480+4602301,kic9468551,koi2980,,,,
TIC 275575525,tic275575525,,,,,,,,,kepler320,2massj19325125+4610304,kic9529744,koi1806,wisej193251.23+461030.4,,,
TIC 27639443,tic27639443,,,,,,,,,kepler879,2massj19431357+5054352,kic12266636,koi1522,wisej194313.57+505435.1,,,
TIC 27642556,tic27642556,,,,,,,,,kepler1131,2massj19423635+4915406,kic11410904,koi2171,wisej194236.36+491540.7,,,
TIC 27644083,tic27644083,,,,,,,,,kepler466,2massj19423569+4829440,kic10984090,koi112,wisej194235.68+482943.9,,,
TIC 27645404,tic27645404,,,,,,,,,kepler954,2massj19432625+4756222,kic10676014,koi1797,wisej194326.26+475622.4,,,
TIC 27649203,tic27649203,,,,,,,,,kepler1206,2massj19434521+4947281,kic11670125,koi2355,,,,
TIC 27686898,tic27686898,,,,,,,,,kepler232,2massj19431587+5107182,kic12366084,koi787,wisej194315.87+510718.2,,,
TIC 27766596,tic27766596,,,,,,,,,kepler679,2massj19440512+5034040,kic12070811,koi785,wisej194405.11+503404.0,,,
TIC 27766705,tic27766705,,,,,,,,,kepler1404,2massj19440226+5029541,kic12021625,koi2996,wisej194402.27+502954.2,,,
TIC 27767452,tic27767452,,,,,,,,,kepler181,2massj19443633+5005449,kic11823054,koi543,wisej194436.31+500544.8,,,
TIC 27769688,tic27769688,,,,,,,,,kepler396,2massj19443187+4858386,kic11253827,koi2672,wisej194431.87+485838.4,,,
TIC 27769737,tic27769737,,,,,,,,,kepler1031,2massj19442153+4857193,kic11253711,koi1972,wisej194421.53+485719.3,,,
TIC 27772524,tic27772524,,,,,,,,,kepler228,2massj19450867+4813288,kic10872983,koi756,wisej194508.65+481328.6,,,
TIC 27774043,tic27774043,,,,,,,,,kepler843,2massj19451727+4858173,kic11254382,koi1425,wisej194517.20+485818.3,,,
TIC 27774415,tic27774415,,,,,,,,,kepler15,2massj19444814+4908244,kic11359879,koi128,wisej194448.21+490824.1,,,
TIC 27776660,tic27776660,,,,,,,,,kepler1061,2massj19445520+5016308,kic11923284,koi2026,wisej194455.20+501630.7,,,
TIC 27776674,tic27776674,,,,,,,,,kepler676,2massj19445327+5017139,kic11923270,koi781,wisej194453.27+501714.3,,,
TIC 27777414,tic27777414,,,,,,,,,kepler394,2massj19451246+5040203,kic12120307,koi2597,wisej194512.46+504020.2,,,
TIC 277833995,tic277833995,,,,,,,,,k2321,2massj10253725+0230516,epic248480671,tic277833995,wisej102537.29+023050.5,,,
TIC 278348461,tic278348461,,,,,,,,,hatp34,2massj20124688+1806175,bd+174250,hd351766,sansuna,wdsj20127+1806a,wisej201246.89+180617.2,
TIC 27843707,tic27843707,,,,,,,,,kepler554,2massj19453764+5121293,kic12470954,koi439,wisej194537.65+512129.4,,,
TIC 27843776,tic27843776,,,,,,,,,kepler233,2massj19452796+5119102,kic12470844,koi790,wisej194527.95+511910.0,,,
TIC 27843860,tic27843860,,,,,,,,,kepler873,2massj19453677+5116168,kic12418724,koi1516,wisej194536.75+511616.6,,,
TIC 27845000,tic27845000,,,,,,,,,kepler1226,2massj19453045+5037172,kic12120484,koi2407,wisej194530.44+503717.3,,,
TIC 27846348,tic27846348,,,,,,,,,kepler51,2massj19455514+4956156,kic11773022,koi620,wisej194555.14+495615.6,,,
TIC 27846759,tic27846759,,,,,,,,,kepler1611,2massj19460289+4943399,kic11671579,koi4510,wisej194602.87+494339.8,,,
TIC 27847148,tic27847148,,,,,,,,,kepler534,2massj19454045+4932243,kic11568987,koi354,wisej194540.61+493223.6,,,
TIC 27847307,tic27847307,,,,,,,,,kepler840,2massj19460177+4927262,kic11517719,koi1416,wisej194601.77+492726.1,,,
TIC 27847814,tic27847814,,,,,,,,,kepler1080,2massj19455148+4910584,kic11360571,koi2069,wisej194551.48+491058.4,,,
TIC 27848472,tic27848472,,,,,,,,,wasp3,1swaspj183431.62+353941.4,2massj18343163+3539415,tyc2636001951,wasp3a,wisej183431.61+353941.3,,
TIC 27905500,tic27905500,,,,,,,,,kepler590,2massj19453253+4814004,kic10873260,koi535,wisej194532.52+481400.1,,,
TIC 27912642,tic27912642,,,,,,,,,kepler1212,2massj19472482+5002144,kic11824786,koi2371,wisej194724.82+500214.3,,,
TIC 27913639,tic27913639,,,,,,,,,kepler1150,2massj19465387+4931577,kic11569782,koi2225,kepler1150b,wisej194653.87+493157.7,,
TIC 27914290,tic27914290,,,,,,,,,kepler998,2massj19470099+4912314,kic11413812,koi1885,wisej194700.99+491231.3,,,
TIC 27914389,tic27914389,,,,,,,,,kepler524,2massj19472621+4909433,kic11361646,koi330,wisej194726.20+490943.3,,,
TIC 27914560,tic27914560,,,,,,,,,kepler366,2massj19472449+4905040,kic11308499,koi2168,wisej194724.48+490504.0,,,
TIC 27916356,tic27916356,,,,,,,,,kepler6,2massj19472094+4814238,kic10874614,koi17,wisej194720.94+481423.9,,,
TIC 279741379,tic279741379,tyc8870013921a,wdsj032706330a,wisej032659.80632959.1,,,,,,gj143,2massj032659226329569,cd63110a,cpd63232a,hd21749,hip16069,sao248808,toi186
TIC 27987264,tic27987264,,,,,,,,,kepler482,2massj19471749+4806271,kic10810838,koi174,wisej194717.50+480627.7,,,
TIC 27988327,tic27988327,,,,,,,,,kepler107,2massj19480677+4812309,kic10875245,koi117,wisej194806.77+481230.9,,,
TIC 27988995,tic27988995,,,,,,,,,kepler665,2massj19480615+4828429,kic10987985,koi758,wisej194806.14+482842.9,,,
TIC 27990610,tic27990610,,,,,,,,,kepler670,2massj19480371+4913310,kic11414511,koi767,wisej194803.71+491331.0,,,
TIC 27990682,tic27990682,,,,,,,,,kepler1363,2massj19475917+4915231,kic11414465,koi2836,wisej194759.17+491522.8,,,
TIC 279912260,tic279912260,,,,,,,,,kepler1221,2massj19031736+4542428,kic9269042,koi2397,wisej190317.37+454242.6,,,
TIC 279913214,tic279913214,,,,,,,,,kepler1273,2massj19031277+4452243,kic8676148,koi2544,,,,
TIC 279913347,tic279913347,,,,,,,,,kepler1389,2massj19025218+4445303,kic8611257,koi2931,wisej190252.18+444530.1,,,
TIC 279913760,tic279913760,,,,,,,,,kepler1619,2massj19024883+4425192,kic8417078,koi4693,wisej190248.85+442519.5,,,
TIC 279915288,tic279915288,,,,,,,,,kepler1461,2massj19031930+4311542,kic7510820,koi3303,wisej190319.31+431154.2,,,
TIC 279915521,tic279915521,,,,,,,,,kepler1595,2massj19025345+4300341,kic7427764,koi4364,wisej190253.45+430034.1,,,
TIC 279915745,tic279915745,,,,,,,,,kepler355,2massj19031186+4248424,kic7265298,koi2051,wisej190311.87+424842.4,,,
TIC 279915941,tic279915941,,,,,,,,,kepler1542,2massj19025483+4239163,kic7100673,koi4032,wisej190254.83+423916.1,,,
TIC 279917005,tic279917005,,,,,,,,,kepler1644,2massj19015401+4802057,kic10717220,koi6228,wisej190154.01+480205.5,,,
TIC 279917282,tic279917282,,,,,,,,,kepler1440,2massj19012326+4818441,kic10908248,koi3146,wisej190123.27+481844.0,,,
TIC 279917678,tic279917678,,,,,,,,,kepler1482,2massj19011531+4843309,kic11125797,koi3371,wisej190115.32+484331.1,,,
TIC 279917996,tic279917996,,,,,,,,,kepler1429,2massj19012789+4902415,kic11285870,koi3110,wisej190127.89+490241.4,,,
TIC 279918915,tic279918915,,,,,,,,,kepler1258,2massj19013718+4959410,kic11752632,koi2492,wisej190137.18+495941.2,,,
TIC 27992902,tic27992902,,,,,,,,,kepler470,2massj19480226+5022203,kic11974540,koi129,wisej194802.28+502220.0,,,
TIC 27992970,tic27992970,,,,,,,,,kepler507,2massj19480452+5024323,kic12024120,koi265,wisej194804.51+502432.5,,,
TIC 280206394,tic280206394,,,,,,,,,toi677,2massj093628695027478,tic280206394,tyc8176024311,wisej093628.65502747.3,,,
TIC 280210963,tic280210963,,,,,,,,,corot12,2massj064303760117471,corotexo12,corotid102671819,wisej064303.76011747.1,,,
TIC 280304863,tic280304863,,,,,,,,,corot7,2massj064349470103468,corotexo7,corotid102708694,wisej064349.47010346.8,,,
TIC 280420719,tic280420719,,,,,,,,,corot21,2massj064412620017568,wisej064412.64001756.9,,,,,
TIC 28084836,tic28084836,,,,,,,,,kepler991,2massj19482175+4937356,kic11622600,koi1876,wisej194821.73+493735.4,,,
TIC 28089143,tic28089143,,,,,,,,,kepler133,2massj19490671+4819131,kic10933561,koi291,wisej194906.69+481913.2,,,
TIC 28089606,tic28089606,,,,,,,,,kepler852,2massj19493398+4833384,kic11043167,koi1444,wisej194933.98+483338.5,,,
TIC 28090925,tic28090925,,,,,,,,,kepler1544,2massj19490839+4912448,kic11415243,koi4036,wisej194908.43+491244.8,,,
TIC 281408474,tic281408474,,,,,,,,,toi628,2massj06370314+0146031,bd+011422,hd288842,tic281408474,tyc0146015231,wisej063703.13+014603.2,
TIC 281459670,tic281459670,,,,,,,,,hats30,2massj002228485956331,gsc847100231,hats30a,wisej002228.45595633.2,,,
TIC 281541545,tic281541545,,,,,,,,,hats49,2massj002627175620395,tic281541545,wisej002627.23562039.4,,,,
TIC 281541555,tic281541555,,,,,,,,,hats46,2massj002648585618580,gsc846801248,wisej002648.61561857.9,,,,
TIC 28159194,tic28159194,,,,,,,,,kepler1004,2massj19492623+4947511,kic11673802,koi1894,wisej194926.23+494751.1,,,
TIC 28159518,tic28159518,,,,,,,,,kepler367,2massj19491018+4958538,kic11774991,koi2173,wisej194910.20+495854.1,,,
TIC 28159758,tic28159758,,,,,,,,,kepler966,2massj19490493+5007185,kic11875734,koi1828,wisej194904.93+500718.5,,,
TIC 281731203,tic281731203,,,,,,,,,k2261,2massj10520778+0029359,epic201498078,tyc2552571,wisej105207.76+002935.6,,,
TIC 281909674,tic281909674,,,,,,,,,corot13,2massj065053070505112,corotexo13,corotid110839339,wisej065053.08050510.9,,,
TIC 28227113,tic28227113,,,,,,,,,kepler538,2massj19495685+4937244,kic11623629,koi365,kepler538a,tyc356511911,wisej194956.79+493724.2,
TIC 28229515,tic28229515,,,,,,,,,kepler1645,2massj19495507+4825068,kic10989274,koi6233,wisej194955.08+482506.9,,,
TIC 28230011,tic28230011,,,,,,,,,kepler1215,2massj19495126+4810530,kic10813132,koi2378,wisej194951.27+481053.1,,,
TIC 28230581,tic28230581,,,,,,,,,kepler1121,2massj19510878+4753100,kic10617017,koi2149,wisej195108.77+475310.1,,,
TIC 28230919,tic28230919,wisej195050.38+480453.5,,,,,,,,hatp11,2massj19505021+4804508,bd+472936,hip97657,kic10748390,koi3,kepler3,tyc3561020921
TIC 28231454,tic28231454,,,,,,,,,kepler567,2massj19504142+4818083,kic10934674,koi477,wisej195041.42+481808.3,,,
TIC 28234022,tic28234022,,,,,,,,,kepler1428,2massj19503414+4935419,kic11572193,koi3109,wisej195034.14+493541.9,,,
TIC 28234096,tic28234096,,,,,,,,,kepler536,2massj19505673+4938137,kic11624249,koi356,wisej195056.72+493813.5,,,
TIC 282706928,tic282706928,,,,,,,,,corot14,2massj065341810532097,corotexo14,corotid110864907,wisej065341.81053210.0,,,
TIC 28357724,tic28357724,,,,,,,,,kepler414,2massj19515077+4814397,kic10878263,koi341,wisej195150.77+481439.6,,,
TIC 28361088,tic28361088,,,,,,,,,kepler568,2massj19522536+4824041,kic10990886,koi478,wisej195225.44+482405.4,,,
TIC 28361491,tic28361491,,,,,,,,,kepler919,2massj19522754+4829398,kic10990917,koi1643,wisej195227.54+482939.7,,,
TIC 28364164,tic28364164,,,,,,,,,kepler143,2massj19521624+4924453,kic11521793,koi352,wisej195216.24+492445.0,,,
