0,1,10,11,12,13,14,15,16,17,2,3,4,5,6,7,8,9
TIC 250484865,tic250484865,,,,,,,,,,,,,,,,
TIC 63303499,tic63303499,,,,,,,,,,,,,,,,
TIC 78672342,tic78672342,,,,,,,,,,,,,,,,
TIC 237808867,tic237808867,,,,,,,,,,,,,,,,
TIC 25334160,tic25334160,,,,,,,,,,,,,,,,
TIC 255704097,tic255704097,,,,,,,,,,,,,,,,
TIC 284288080,tic284288080,,,,,,,,,,,,,,,,
TIC 79292541,tic79292541,,,,,,,,,,,,,,,,
TIC 123898871,tic123898871,,,,,,,,,,,,,,,,
TIC 123846039,tic123846039,,,,,,,,,,,,,,,,
TIC 72090501,tic72090501,,,,,,,,,,,,,,,,
TIC 92992033,tic92992033,,,,,,,,,,,,,,,,
TIC 92013169,tic92013169,,,,,,,,,,,,,,,,
TIC 157568289,tic157568289,,,,,,,,,,,,,,,,
TIC 219380235,tic219380235,,,,,,,,,,,,,,,,
TIC 34077285,tic34077285,,,,,,,,,,,,,,,,
TIC 102283403,tic102283403,,,,,,,,,,,,,,,,
TIC 229384040,tic229384040,,,,,,,,,,,,,,,,
TIC 7561203,tic7561203,,,,,,,,,,,,,,,,
TIC 54390047,tic54390047,,,,,,,,,,,,,,,,
TIC 341420329,tic341420329,,,,,,,,,,,,,,,,
TIC 124709665,tic124709665,,,,,,,,,,,,,,,,
TIC 144956678,tic144956678,,,,,,,,,,,,,,,,
TIC 155044736,tic155044736,,,,,,,,,,,,,,,,
TIC 142918609,tic142918609,,,,,,,,,,,,,,,,
TIC 409459226,tic409459226,,,,,,,,,,,,,,,,
TIC 179159972,tic179159972,,,,,,,,,,,,,,,,
TIC 347098457,tic347098457,,,,,,,,,,,,,,,,
TIC 177126182,tic177126182,,,,,,,,,,,,,,,,
TIC 5772442,tic5772442,,,,,,,,,,,,,,,,
TIC 108835813,tic108835813,,,,,,,,,,,,,,,,
TIC 179155220,tic179155220,,,,,,,,,,,,,,,,
TIC 88684250,tic88684250,,,,,,,,,,,,,,,,
TIC 372913430,tic372913430,,,,,,,,,,,,,,,,
TIC 154459165,tic154459165,,,,,,,,,,,,,,,,
TIC 341186896,tic341186896,,,,,,,,,,,,,,,,
TIC 114018671,tic114018671,,,,,,,,,,,,,,,,
TIC 279999655,tic279999655,,,,,,,,,,,,,,,,
TIC 52548453,tic52548453,,,,,,,,,,,,,,,,
TIC 265077027,tic265077027,,,,,,,,,,,,,,,,
TIC 425220920,tic425220920,,,,,,,,,,,,,,,,
TIC 177722855,tic177722855,,,,,,,,,,,,,,,,
TIC 50365310,tic50365310,,,,,,,,,,,,,,,,
TIC 280437559,tic280437559,,,,,,,,,,,,,,,,
TIC 133654092,tic133654092,,,,,,,,,,,,,,,,
TIC 317951248,tic317951248,,,,,,,,,,,,,,,,
TIC 173640199,tic173640199,,,,,,,,,,,,,,,,
TIC 73038411,tic73038411,,,,,,,,,,,,,,,,
TIC 268371979,tic268371979,,,,,,,,,,,,,,,,
TIC 107782586,tic107782586,,,,,,,,,,,,,,,,
TIC 146406806,tic146406806,,,,,,,,,,,,,,,,
TIC 97700520,tic97700520,,,,,,,,,,,,,,,,
TIC 156115721,tic156115721,,,,,,,,,,,,,,,,
TIC 440801822,tic440801822,,,,,,,,,,,,,,,,
TIC 238597883,tic238597883,,,,,,,,,,,,,,,,
TIC 139853601,tic139853601,,,,,,,,,,,,,,,,
TIC 134404603,tic134404603,,,,,,,,,,,,,,,,
TIC 125894957,tic125894957,,,,,,,,,,,,,,,,
TIC 267527924,tic267527924,,,,,,,,,,,,,,,,
TIC 96246348,tic96246348,,,,,,,,,,,,,,,,
TIC 88863718,tic88863718,,,,,,,,,,,,,,,,
TIC 65412605,tic65412605,,,,,,,,,,,,,,,,
TIC 291555748,tic291555748,,,,,,,,,,,,,,,,
TIC 25799609,tic25799609,,,,,,,,,,,,,,,,
TIC 106997505,tic106997505,,,,,,,,,,,,,,,,
TIC 259353953,tic259353953,,,,,,,,,,,,,,,,
TIC 65212867,tic65212867,,,,,,,,,,,,,,,,
TIC 93594834,tic93594834,,,,,,,,,,,,,,,,
TIC 341729521,tic341729521,,,,,,,,,,,,,,,,
TIC 127476180,tic127476180,,,,,,,,,,,,,,,,
TIC 141776043,tic141776043,,,,,,,,,,,,,,,,
TIC 453209605,tic453209605,,,,,,,,,,,,,,,,
TIC 175310067,tic175310067,,,,,,,,,,,,,,,,
TIC 207277638,tic207277638,,,,,,,,,,,,,,,,
TIC 427508467,tic427508467,,,,,,,,,,,,,,,,
TIC 113553629,tic113553629,,,,,,,,,,,,,,,,
TIC 97158538,tic97158538,,,,,,,,,,,,,,,,
TIC 145027461,tic145027461,,,,,,,,,,,,,,,,
TIC 169904935,tic169904935,,,,,,,,,,,,,,,,
TIC 131743355,tic131743355,,,,,,,,,,,,,,,,
TIC 320536216,tic320536216,,,,,,,,,,,,,,,,
TIC 333821572,tic333821572,,,,,,,,,,,,,,,,
TIC 134396419,tic134396419,,,,,,,,,,,,,,,,
TIC 93963408,tic93963408,,,,,,,,,,,,,,,,
TIC 33091633,tic33091633,,,,,,,,,,,,,,,,
TIC 174599051,tic174599051,,,,,,,,,,,,,,,,
TIC 445586472,tic445586472,,,,,,,,,,,,,,,,
TIC 5109298,tic5109298,,,,,,,,,,,,,,,,
TIC 148659924,tic148659924,,,,,,,,,,,,,,,,
TIC 146208651,tic146208651,,,,,,,,,,,,,,,,
TIC 81429971,tic81429971,,,,,,,,,,,,,,,,
TIC 287474726,tic287474726,,,,,,,,,,,,,,,,
TIC 153651591,tic153651591,,,,,,,,,,,,,,,,
TIC 186547153,tic186547153,,,,,,,,,,,,,,,,
TIC 196286587,tic196286587,,,,,,,,,,,,,,,,
TIC 80275202,tic80275202,,,,,,,,,,,,,,,,
TIC 143994283,tic143994283,,,,,,,,,,,,,,,,
TIC 309787037,tic309787037,,,,,,,,,,,,,,,,
TIC 190990336,tic190990336,,,,,,,,,,,,,,,,
TIC 284738182,tic284738182,,,,,,,,,,,,,,,,
TIC 77527511,tic77527511,,,,,,,,,,,,,,,,
TIC 118021229,tic118021229,,,,,,,,,,,,,,,,
TIC 74482749,tic74482749,,,,,,,,,,,,,,,,
TIC 238061845,tic238061845,,,,,,,,,,,,,,,,
TIC 190496853,tic190496853,,,,,,,,,,,,,,,,
TIC 145879095,tic145879095,,,,,,,,,,,,,,,,
TIC 141227133,tic141227133,,,,,,,,,,,,,,,,
TIC 180987952,tic180987952,,,,,,,,,,,,,,,,
TIC 270841724,tic270841724,,,,,,,,,,,,,,,,
TIC 81419525,tic81419525,,,,,,,,,,,,,,,,
TIC 131979339,tic131979339,,,,,,,,,,,,,,,,
TIC 182943944,tic182943944,,,,,,,,,,,,,,,,
TIC 145982812,tic145982812,,,,,,,,,,,,,,,,
TIC 140706664,tic140706664,,,,,,,,,,,,,,,,
TIC 141363913,tic141363913,,,,,,,,,,,,,,,,
TIC 175176327,tic175176327,,,,,,,,,,,,,,,,
TIC 412961700,tic412961700,,,,,,,,,,,,,,,,
TIC 262746281,tic262746281,,,,,,,,,,,,,,,,
TIC 294090620,tic294090620,,,,,,,,,,,,,,,,
TIC 181304295,tic181304295,,,,,,,,,,,,,,,,
TIC 122262940,tic122262940,,,,,,,,,,,,,,,,
TIC 207110080,tic207110080,,,,,,,,,,,,,,,,
TIC 1103432,tic1103432,,,,,,,,,,,,,,,,
TIC 1133072,tic1133072,,,,,,,,,,,,,,,,
TIC 37575651,tic37575651,,,,,,,,,,,,,,,,
TIC 101011575,tic101011575,,,,,,,,,,,,,,,,
TIC 289535142,tic289535142,,,,,,,,,,,,,,,,
TIC 296780789,tic296780789,,,,,,,,,,,,,,,,
TIC 386435344,tic386435344,,,,,,,,,,,,,,,,
TIC 410094645,tic410094645,,,,,,,,,,,,,,,,
TIC 30828562,tic30828562,,,,,,,,,,,,,,,,
TIC 83092282,tic83092282,,,,,,,,,,,,,,,,
TIC 101395259,tic101395259,,,,,,,,,,,,,,,,
TIC 296739893,tic296739893,,,,,,,,,,,,,,,,
TIC 78154865,tic78154865,,,,,,,,,,,,,,,,
TIC 82128636,tic82128636,,,,,,,,,,,,,,,,
TIC 82362447,tic82362447,,,,,,,,,,,,,,,,
TIC 143526444,tic143526444,,,,,,,,,,,,,,,,
TIC 146463781,tic146463781,,,,,,,,,,,,,,,,
TIC 286132427,tic286132427,,,,,,,,,,,,,,,,
TIC 344926234,tic344926234,,,,,,,,,,,,,,,,
TIC 348755723,tic348755723,,,,,,,,,,,,,,,,
TIC 339636032,tic339636032,,,,,,,,,,,,,,,,
TIC 131419878,tic131419878,,,,,,,,,,,,,,,,
TIC 119081096,tic119081096,,,,,,,,,,,,,,,,
TIC 275248683,tic275248683,,,,,,,,,,,,,,,,
TIC 184952758,tic184952758,,,,,,,,,,,,,,,,
TIC 38571020,tic38571020,,,,,,,,,,,,,,,,
TIC 177077336,tic177077336,,,,,,,,,,,,,,,,
TIC 175180796,tic175180796,,,,,,,,,,,,,,,,
TIC 174143743,tic174143743,,,,,,,,,,,,,,,,
TIC 150247134,tic150247134,,,,,,,,,,,,,,,,
TIC 410245915,tic410245915,,,,,,,,,,,,,,,,
TIC 96097215,tic96097215,,,,,,,,,,,,,,,,
TIC 149788158,tic149788158,,,,,,,,,,,,,,,,
TIC 38509907,tic38509907,,,,,,,,,,,,,,,,
TIC 149302744,tic149302744,,,,,,,,,,,,,,,,
TIC 150151262,tic150151262,,,,,,,,,,,,,,,,
TIC 335499997,tic335499997,,,,,,,,,,,,,,,,
TIC 33153766,tic33153766,,,,,,,,,,,,,,,,
TIC 74534430,tic74534430,,,,,,,,,,,,,,,,
TIC 73723286,tic73723286,,,,,,,,,,,,,,,,
TIC 308050066,tic308050066,,,,,,,,,,,,,,,,
TIC 151681127,tic151681127,,,,,,,,,,,,,,,,
TIC 429304876,tic429304876,,,,,,,,,,,,,,,,
TIC 48476907,tic48476907,,,,,,,,,,,,,,,,
TIC 48476908,tic48476908,,,,,,,,,,,,,,,,
TIC 339857675,tic339857675,,,,,,,,,,,,,,,,
TIC 462162948,tic462162948,,,,,,,,,,,,,,,,
TIC 54085154,tic54085154,,,,,,,,,,,,,,,,
TIC 101497191,tic101497191,,,,,,,,,,,,,,,,
TIC 158588995,tic158588995,,,,,,,,,,,,,,,,
TIC 410450228,tic410450228,,,,,,,,,,,,,,,,
TIC 54962195,tic54962195,,,,,,,,,,,,,,,,
TIC 151825527,tic151825527,,,,,,,,,,,,,,,,
TIC 147660201,tic147660201,,,,,,,,,,,,,,,,
TIC 445822015,tic445822015,,,,,,,,,,,,,,,,
TIC 102195674,tic102195674,,,,,,,,,,,,,,,,
TIC 294395926,tic294395926,,,,,,,,,,,,,,,,
TIC 35009898,tic35009898,,,,,,,,,,,,,,,,
TIC 151959065,tic151959065,,,,,,,,,,,,,,,,
TIC 48103627,tic48103627,,,,,,,,,,,,,,,,
TIC 447061717,tic447061717,,,,,,,,,,,,,,,,
TIC 219187649,tic219187649,,,,,,,,,,,,,,,,
TIC 38510224,tic38510224,,,,,,,,,,,,,,,,
TIC 156991337,tic156991337,,,,,,,,,,,,,,,,
TIC 320417762,tic320417762,,,,,,,,,,,,,,,,
TIC 219195044,tic219195044,,,,,,,,,,,,,,,,
TIC 161477033,tic161477033,,,,,,,,,,,,,,,,
TIC 14165625,tic14165625,,,,,,,,,,,,,,,,
TIC 32497972,tic32497972,,,,,,,,,,,,,,,,
TIC 167600516,tic167600516,,,,,,,,,,,,,,,,
TIC 200807066,tic200807066,,,,,,,,,,,,,,,,
TIC 219229644,tic219229644,,,,,,,,,,,,,,,,
TIC 219344917,tic219344917,,,,,,,,,,,,,,,,
TIC 232025086,tic232025086,,,,,,,,,,,,,,,,
TIC 237920046,tic237920046,,,,,,,,,,,,,,,,
TIC 271596418,tic271596418,,,,,,,,,,,,,,,,
TIC 271971130,tic271971130,,,,,,,,,,,,,,,,
TIC 358460246,tic358460246,,,,,,,,,,,,,,,,
TIC 381976956,tic381976956,,,,,,,,,,,,,,,,
TIC 33878688,tic33878688,,,,,,,,,,,,,,,,
TIC 44797824,tic44797824,,,,,,,,,,,,,,,,
TIC 231728511,tic231728511,,,,,,,,,,,,,,,,
TIC 238898571,tic238898571,,,,,,,,,,,,,,,,
TIC 271596225,tic271596225,,,,,,,,,,,,,,,,
TIC 11561667,tic11561667,,,,,,,,,,,,,,,,
TIC 30122649,tic30122649,,,,,,,,,,,,,,,,
TIC 34068865,tic34068865,,,,,,,,,,,,,,,,
TIC 106402532,tic106402532,,,,,,,,,,,,,,,,
TIC 146846569,tic146846569,,,,,,,,,,,,,,,,
TIC 219189765,tic219189765,,,,,,,,,,,,,,,,
TIC 359271092,tic359271092,,,,,,,,,,,,,,,,
TIC 373424049,tic373424049,,,,,,,,,,,,,,,,
TIC 374095457,tic374095457,,,,,,,,,,,,,,,,
TIC 434486077,tic434486077,,,,,,,,,,,,,,,,
TIC 444842193,tic444842193,,,,,,,,,,,,,,,,
TIC 30853470,tic30853470,,,,,,,,,,,,,,,,
TIC 33831980,tic33831980,,,,,,,,,,,,,,,,
TIC 38460940,tic38460940,,,,,,,,,,,,,,,,
TIC 41227743,tic41227743,,,,,,,,,,,,,,,,
TIC 149301575,tic149301575,,,,,,,,,,,,,,,,
TIC 167303382,tic167303382,,,,,,,,,,,,,,,,
TIC 177258735,tic177258735,,,,,,,,,,,,,,,,
TIC 179308757,tic179308757,,,,,,,,,,,,,,,,
TIC 255685030,tic255685030,,,,,,,,,,,,,,,,
TIC 260640693,tic260640693,,,,,,,,,,,,,,,,
TIC 278895705,tic278895705,,,,,,,,,,,,,,,,
TIC 294780517,tic294780517,,,,,,,,,,,,,,,,
TIC 299945285,tic299945285,,,,,,,,,,,,,,,,
TIC 300013921,tic300013921,,,,,,,,,,,,,,,,
TIC 300710077,tic300710077,,,,,,,,,,,,,,,,
TIC 306472057,tic306472057,,,,,,,,,,,,,,,,
TIC 308994098,tic308994098,,,,,,,,,,,,,,,,
TIC 349829627,tic349829627,,,,,,,,,,,,,,,,
TIC 374829238,tic374829238,,,,,,,,,,,,,,,,
TIC 388106759,tic388106759,,,,,,,,,,,,,,,,
TIC 5868998,tic5868998,,,,,,,,,,,,,,,,
TIC 61988212,tic61988212,,,,,,,,,,,,,,,,
TIC 72985822,tic72985822,,,,,,,,,,,,,,,,
TIC 130924120,tic130924120,,,,,,,,,,,,,,,,
TIC 131081852,tic131081852,,,,,,,,,,,,,,,,
TIC 152147232,tic152147232,,,,,,,,,,,,,,,,
TIC 162362398,tic162362398,,,,,,,,,,,,,,,,
TIC 165317334,tic165317334,,,,,,,,,,,,,,,,
TIC 178709444,tic178709444,,,,,,,,,,,,,,,,
TIC 181159386,tic181159386,,,,,,,,,,,,,,,,
TIC 219401954,tic219401954,,,,,,,,,,,,,,,,
TIC 229811538,tic229811538,,,,,,,,,,,,,,,,
TIC 286864983,tic286864983,,,,,,,,,,,,,,,,
TIC 334305570,tic334305570,,,,,,,,,,,,,,,,
TIC 335630746,tic335630746,,,,,,,,,,,,,,,,
TIC 429358906,tic429358906,,,,,,,,,,,,,,,,
TIC 451645081,tic451645081,,,,,,,,,,,,,,,,
TIC 297967252,tic297967252,,,,,,,,,,,,,,,,
TIC 54044474,tic54044474,,,,,,,,,,,,,,,,
TIC 363260203,tic363260203,,,,,,,,,,,,,,,,
TIC 400595342,tic400595342,,,,,,,,,,,,,,,,
TIC 141482386,tic141482386,,,,,,,,,,,,,,,,
TIC 385624852,tic385624852,,,,,,,,,,,,,,,,
TIC 20318757,tic20318757,,,,,,,,,,,,,,,,
TIC 146589986,tic146589986,,,,,,,,,,,,,,,,
TIC 463402815,tic463402815,,,,,,,,,,,,,,,,
TIC 238374636,tic238374636,,,,,,,,,,,,,,,,
TIC 447283466,tic447283466,,,,,,,,,,,,,,,,
TIC 90544017,tic90544017,,,,,,,,,,,,,,,,
TIC 102840239,tic102840239,,,,,,,,,,,,,,,,
TIC 370745311,tic370745311,,,,,,,,,,,,,,,,
TIC 464296022,tic464296022,,,,,,,,,,,,,,,,
TIC 146172354,tic146172354,,,,,,,,,,,,,,,,
TIC 361413119,tic361413119,,,,,,,,,,,,,,,,
TIC 384549882,tic384549882,,,,,,,,,,,,,,,,
TIC 461867584,tic461867584,,,,,,,,,,,,,,,,
TIC 310483807,tic310483807,,,,,,,,,,,,,,,,
TIC 360286627,tic360286627,,,,,,,,,,,,,,,,
TIC 90448944,tic90448944,,,,,,,,,,,,,,,,
TIC 404340025,tic404340025,,,,,,,,,,,,,,,,
TIC 461271719,tic461271719,,,,,,,,,,,,,,,,
TIC 140760434,tic140760434,,,,,,,,,,,,,,,,
TIC 260476837,tic260476837,,,,,,,,,,,,,,,,
TIC 304021498,tic304021498,,,,,,,,,,,,,,,,
TIC 55452495,tic55452495,,,,,,,,,,,,,,,,
TIC 219205407,tic219205407,,,,,,,,,,,,,,,,
TIC 50309953,tic50309953,,,,,,,,,,,,,,,,
TIC 129637892,tic129637892,,,,,,,,,,,,,,,,
TIC 300557619,tic300557619,,,,,,,,,,,,,,,,
TIC 220518305,tic220518305,,,,,,,,,,,,,,,,
TIC 176957796,tic176957796,,,,,,,,,,,,,,,,
TIC 309402106,tic309402106,,,,,,,,,,,,,,,,
TIC 263003176,tic263003176,,,,,,,,,,,,,,,,
TIC 394698182,tic394698182,,,,,,,,,,,,,,,,
TIC 348770361,tic348770361,,,,,,,,,,,,,,,,
TIC 238059180,tic238059180,,,,,,,,,,,,,,,,
TIC 374908020,tic374908020,,,,,,,,,,,,,,,,
TIC 350584963,tic350584963,,,,,,,,,,,,,,,,
TIC 261258875,tic261258875,,,,,,,,,,,,,,,,
TIC 140830390,tic140830390,,,,,,,,,,,,,,,,
TIC 260130483,tic260130483,,,,,,,,,,,,,,,,
TIC 259962054,tic259962054,,,,,,,,,,,,,,,,
TIC 200723869,tic200723869,,,,,,,,,,,,,,,,
TIC 259592689,tic259592689,,,,,,,,,,,,,,,,
TIC 281979481,tic281979481,,,,,,,,,,,,,,,,
TIC 396720998,tic396720998,,,,,,,,,,,,,,,,
TIC 167342439,tic167342439,,,,,,,,,,,,,,,,
TIC 237924601,tic237924601,,,,,,,,,,,,,,,,
TIC 260708537,tic260708537,,,,,,,,,,,,,,,,
TIC 30312676,tic30312676,,,,,,,,,,,,,,,,
TIC 47384844,tic47384844,,,,,,,,,,,,,,,,
TIC 73649615,tic73649615,,,,,,,,,,,,,,,,
TIC 238004786,tic238004786,,,,,,,,,,,,,,,,
TIC 148479278,tic148479278,,,,,,,,,,,,,,,,
TIC 308307606,tic308307606,,,,,,,,,,,,,,,,
TIC 277634430,tic277634430,,,,,,,,,,,,,,,,
TIC 460984940,tic460984940,,,,,,,,,,,,,,,,
TIC 287329267,tic287329267,,,,,,,,,,,,,,,,
TIC 149601557,tic149601557,,,,,,,,,,,,,,,,
TIC 177162886,tic177162886,,,,,,,,,,,,,,,,
TIC 167418903,tic167418903,,,,,,,,,,,,,,,,
TIC 126733133,tic126733133,,,,,,,,,,,,,,,,
TIC 309791156,tic309791156,,,,,,,,,,,,,,,,
TIC 260304296,tic260304296,,,,,,,,,,,,,,,,
TIC 339733013,tic339733013,,,,,,,,,,,,,,,,
TIC 55559618,tic55559618,,,,,,,,,,,,,,,,
TIC 38696105,tic38696105,,,,,,,,,,,,,,,,
TIC 432008938,tic432008938,,,,,,,,,,,,,,,,
TIC 124573851,tic124573851,,,,,,,,,,,,,,,,
TIC 29831208,tic29831208,,,,,,,,,,,,,,,,
TIC 141608198,tic141608198,,,,,,,,,,,,,,,,
TIC 260043723,tic260043723,,,,,,,,,,,,,,,,
TIC 260271203,tic260271203,,,,,,,,,,,,,,,,
TIC 260609205,tic260609205,,,,,,,,,,,,,,,,
TIC 277103955,tic277103955,,,,,,,,,,,,,,,,
TIC 279251651,tic279251651,,,,,,,,,,,,,,,,
TIC 349518800,tic349518800,,,,,,,,,,,,,,,,
TIC 349790953,tic349790953,,,,,,,,,,,,,,,,
TIC 373844472,tic373844472,,,,,,,,,,,,,,,,
TIC 349373192,tic349373192,,,,,,,,,,,,,,,,
TIC 38603673,tic38603673,,,,,,,,,,,,,,,,
TIC 149990841,tic149990841,,,,,,,,,,,,,,,,
TIC 231081369,tic231081369,,,,,,,,,,,,,,,,
TIC 260304800,tic260304800,,,,,,,,,,,,,,,,
TIC 219164808,tic219164808,,,,,,,,,,,,,,,,
TIC 391949880,tic391949880,,,,,,,,,,,,,,,,
TIC 300038935,tic300038935,,,,,,,,,,,,,,,,
TIC 339961200,tic339961200,,,,,,,,,,,,,,,,
TIC 150271680,tic150271680,,,,,,,,,,,,,,,,
TIC 278866211,tic278866211,,,,,,,,,,,,,,,,
TIC 310009611,tic310009611,,,,,,,,,,,,,,,,
TIC 125405602,tic125405602,,,,,,,,,,,,,,,,
TIC 158978373,tic158978373,,,,,,,,,,,,,,,,
TIC 276128561,tic276128561,,,,,,,,,,,,,,,,
TIC 287563610,tic287563610,,,,,,,,,,,,,,,,
TIC 307610438,tic307610438,,,,,,,,,,,,,,,,
TIC 350332997,tic350332997,,,,,,,,,,,,,,,,
TIC 362249359,tic362249359,,,,,,,,,,,,,,,,
TIC 405700729,tic405700729,,,,,,,,,,,,,,,,
TIC 440887364,tic440887364,,,,,,,,,,,,,,,,
TIC 55383975,tic55383975,,,,,,,,,,,,,,,,
TIC 277099925,tic277099925,,,,,,,,,,,,,,,,
TIC 304042899,tic304042899,,,,,,,,,,,,,,,,
TIC 308034948,tic308034948,,,,,,,,,,,,,,,,
TIC 327017634,tic327017634,,,,,,,,,,,,,,,,
TIC 193413306,tic193413306,,,,,,,,,,,,,,,,
TIC 394561119,tic394561119,,,,,,,,,,,,,,,,
TIC 210873792,tic210873792,,,,,,,,,,,,,,,,
TIC 214361331,tic214361331,,,,,,,,,,,,,,,,
TIC 216935214,tic216935214,,,,,,,,,,,,,,,,
TIC 220475245,tic220475245,,,,,,,,,,,,,,,,
TIC 238197638,tic238197638,,,,,,,,,,,,,,,,
TIC 238197709,tic238197709,,,,,,,,,,,,,,,,
TIC 261257684,tic261257684,,,,,,,,,,,,,,,,
TIC 272086159,tic272086159,,,,,,,,,,,,,,,,
TIC 278198753,tic278198753,,,,,,,,,,,,,,,,
TIC 298372701,tic298372701,,,,,,,,,,,,,,,,
TIC 305424003,tic305424003,,,,,,,,,,,,,,,,
TIC 350153977,tic350153977,,,,,,,,,,,,,,,,
TIC 364107753,tic364107753,,,,,,,,,,,,,,,,
TIC 369327947,tic369327947,,,,,,,,,,,,,,,,
TIC 382626661,tic382626661,,,,,,,,,,,,,,,,
TIC 389070884,tic389070884,,,,,,,,,,,,,,,,
TIC 406976746,tic406976746,,,,,,,,,,,,,,,,
TIC 407126408,tic407126408,,,,,,,,,,,,,,,,
TIC 375223080,tic375223080,,,,,,,,,,,,,,,,
TIC 387079085,tic387079085,,,,,,,,,,,,,,,,
TIC 406941612,tic406941612,,,,,,,,,,,,,,,,
TIC 136274063,tic136274063,,,,,,,,,,,,,,,,
TIC 361034196,tic361034196,,,,,,,,,,,,,,,,
TIC 451599528,tic451599528,,,,,,,,,,,,,,,,
TIC 426077080,tic426077080,,,,,,,,,,,,,,,,
TIC 343648136,tic343648136,,,,,,,,,,,,,,,,
TIC 270341214,tic270341214,,,,,,,,,,,,,,,,
TIC 144440290,tic144440290,,,,,,,,,,,,,,,,
TIC 70797900,tic70797900,,,,,,,,,,,,,,,,
TIC 47525799,tic47525799,,,,,,,,,,,,,,,,
TIC 47484268,tic47484268,,,,,,,,,,,,,,,,
TIC 2760710,tic2760710,,,,,,,,,,,,,,,,
TIC 47316976,tic47316976,,,,,,,,,,,,,,,,
TIC 201233610,tic201233610,,,,,,,,,,,,,,,,
TIC 201292545,tic201292545,,,,,,,,,,,,,,,,
TIC 124543547,tic124543547,,,,,,,,,,,,,,,,
TIC 381979901,tic381979901,,,,,,,,,,,,,,,,
TIC 128463355,tic128463355,,,,,,,,,,,,,,,,
TIC 130415266,tic130415266,,,,,,,,,,,,,,,,
TIC 146261607,tic146261607,,,,,,,,,,,,,,,,
TIC 405454160,tic405454160,,,,,,,,,,,,,,,,
TIC 219345200,tic219345200,,,,,,,,,,,,,,,,
TIC 458589703,tic458589703,,,,,,,,,,,,,,,,
TIC 309792357,tic309792357,,,,,,,,,,,,,,,,
TIC 144138509,tic144138509,,,,,,,,,,,,,,,,
TIC 388624270,tic388624270,,,,,,,,,,,,,,,,
TIC 382331352,tic382331352,,,,,,,,,,,,,,,,
TIC 129319156,tic129319156,,,,,,,,,,,,,,,,
TIC 147950620,tic147950620,,,,,,,,,,,,,,,,
TIC 154089169,tic154089169,,,,,,,,,,,,,,,,
TIC 154840461,tic154840461,,,,,,,,,,,,,,,,
TIC 154872375,tic154872375,,,,,,,,,,,,,,,,
TIC 158002130,tic158002130,,,,,,,,,,,,,,,,
TIC 159510109,tic159510109,,,,,,,,,,,,,,,,
TIC 230088370,tic230088370,,,,,,,,,,,,,,,,
TIC 233087860,tic233087860,,,,,,,,,,,,,,,,
TIC 258777137,tic258777137,,,,,,,,,,,,,,,,
TIC 287196418,tic287196418,,,,,,,,,,,,,,,,
TIC 375542276,tic375542276,,,,,,,,,,,,,,,,
TIC 232967440,tic232967440,,,,,,,,,,,,,,,,
TIC 232967666,tic232967666,,,,,,,,,,,,,,,,
TIC 320525204,tic320525204,,,,,,,,,,,,,,,,
TIC 341544930,tic341544930,,,,,,,,,,,,,,,,
TIC 459970307,tic459970307,,,,,,,,,,,,,,,,
TIC 229510866,tic229510866,,,,,,,,,,,,,,,,
TIC 294176967,tic294176967,,,,,,,,,,,,,,,,
TIC 359496368,tic359496368,,,,,,,,,,,,,,,,
TIC 13419950,tic13419950,,,,,,,,,,,,,,,,
TIC 16102323,tic16102323,,,,,,,,,,,,,,,,
TIC 41330864,tic41330864,,,,,,,,,,,,,,,,
TIC 79748331,tic79748331,,,,,,,,,,,,,,,,
TIC 273985865,tic273985865,,,,,,,,,,,,,,,,
TIC 23434737,tic23434737,,,,,,,,,,,,,,,,
TIC 30037565,tic30037565,,,,,,,,,,,,,,,,
TIC 50312495,tic50312495,,,,,,,,,,,,,,,,
TIC 389924075,tic389924075,,,,,,,,,,,,,,,,
TIC 399144800,tic399144800,,,,,,,,,,,,,,,,
TIC 451606970,tic451606970,,,,,,,,,,,,,,,,
TIC 453260209,tic453260209,,,,,,,,,,,,,,,,
TIC 467666275,tic467666275,,,,,,,,,,,,,,,,
TIC 141527965,tic141527965,,,,,,,,,,,,,,,,
TIC 150428703,tic150428703,,,,,,,,,,,,,,,,
TIC 177115354,tic177115354,,,,,,,,,,,,,,,,
TIC 248092710,tic248092710,,,,,,,,,,,,,,,,
TIC 287776397,tic287776397,,,,,,,,,,,,,,,,
TIC 294781547,tic294781547,,,,,,,,,,,,,,,,
TIC 294981566,tic294981566,,,,,,,,,,,,,,,,
TIC 319259194,tic319259194,,,,,,,,,,,,,,,,
TIC 349095149,tic349095149,,,,,,,,,,,,,,,,
TIC 360156606,tic360156606,,,,,,,,,,,,,,,,
TIC 364393429,tic364393429,,,,,,,,,,,,,,,,
TIC 374997123,tic374997123,,,,,,,,,,,,,,,,
TIC 382437043,tic382437043,,,,,,,,,,,,,,,,
TIC 295541511,tic295541511,,,,,,,,,,,,,,,,
TIC 89643259,tic89643259,,,,,,,,,,,,,,,,
TIC 24364065,tic24364065,,,,,,,,,,,,,,,,
TIC 69068526,tic69068526,,,,,,,,,,,,,,,,
TIC 92677094,tic92677094,,,,,,,,,,,,,,,,
TIC 99869022,tic99869022,,,,,,,,,,,,,,,,
TIC 288185138,tic288185138,,,,,,,,,,,,,,,,
TIC 302518439,tic302518439,,,,,,,,,,,,,,,,
